State,County,2024R,2024D,2024O,2024TOT,2024RPCT,2024DPCT,2024OPCT,2020R,2020D,2020O,2020TOT,2020RPCT,2020DPCT,2020OPCT,2020POP,2010POP,Urban20,Rural20,White20,Hispanic20,Black20,Asian20,Native20,Pacific20
North Carolina,Mitchell,6843,1915,84,8842,77.39%,21.66%,0.95%,7090,1867,84,9041,78.42%,20.65%,0.93%,14903,15579,0.00%,100.00%,13514,701,153,115,404,10
North Carolina,Montgomery,9044,4055,107,13206,68.48%,30.71%,0.81%,8411,4327,111,12849,65.46%,33.68%,0.86%,25751,27798,0.00%,100.00%,16504,3924,4556,453,486,51
North Carolina,Moore,39617,21436,737,61790,64.12%,34.69%,1.19%,36764,20779,796,58339,63.02%,35.62%,1.36%,99727,88247,50.46%,49.54%,75391,7365,12206,2219,2756,209
North Carolina,Nash,26431,25508,532,52471,50.37%,48.61%,1.01%,25827,25947,497,52271,49.41%,49.64%,0.95%,94970,95840,50.33%,49.67%,46317,7322,38698,1220,2124,118
North Carolina,New Hanover,67949,68814,1971,138734,48.98%,49.60%,1.42%,63331,66138,2361,131830,48.04%,50.17%,1.79%,225702,202667,98.29%,1.71%,167150,17300,31016,5410,4830,481
North Carolina,Northampton,3905,5239,71,9215,42.38%,56.85%,0.77%,3989,6069,52,10110,39.46%,60.03%,0.51%,17471,22099,11.65%,88.35%,6835,353,9995,75,276,19
North Carolina,Onslow,54960,25684,1037,81681,67.29%,31.44%,1.27%,46078,24266,1891,72235,63.79%,33.59%,2.62%,204576,177772,63.73%,36.27%,129499,27641,34675,8499,6929,1778
North Carolina,Orange,20806,65444,1557,87807,23.70%,74.53%,1.77%,20176,63594,1227,84997,23.74%,74.82%,1.44%,148696,133801,70.96%,29.04%,96537,15812,18333,15231,3125,207
North Carolina,Pamlico,5229,2676,71,7976,65.56%,33.55%,0.89%,4849,2713,69,7631,63.54%,35.55%,0.91%,12276,13144,0.00%,100.00%,9104,496,2297,134,286,29
North Carolina,Pasquotank,10537,9549,257,20343,51.80%,46.94%,1.26%,9770,9832,295,19897,49.10%,49.41%,1.49%,40568,40661,54.95%,45.05%,21577,2237,15364,755,905,85
North Carolina,Pender,26042,12460,407,38909,66.93%,32.02%,1.05%,21956,11723,490,34169,64.26%,34.31%,1.43%,60203,52217,38.99%,61.01%,44418,4982,8398,735,1710,125
North Carolina,Perquimans,5278,2269,119,7666,68.85%,29.60%,1.55%,4903,2492,89,7484,65.51%,33.30%,1.19%,13005,13453,0.00%,100.00%,9333,309,2933,104,309,41
North Carolina,Person,13509,8295,232,22036,61.30%,37.64%,1.05%,13184,8465,245,21894,60.22%,38.66%,1.12%,39097,39464,24.30%,75.70%,25132,2195,10651,255,973,27
North Carolina,Pitt,40403,45595,1132,87130,46.37%,52.33%,1.30%,38982,47252,1339,87573,44.51%,53.96%,1.53%,170243,168148,73.15%,26.85%,86837,12968,64363,4288,3133,274
North Carolina,Polk,8107,4827,134,13068,62.04%,36.94%,1.03%,7689,4518,151,12358,62.22%,36.56%,1.22%,19328,20510,8.58%,91.42%,16716,1026,879,153,528,43
North Carolina,Randolph,59357,15951,700,76008,78.09%,20.99%,0.92%,56894,15618,804,73316,77.60%,21.30%,1.10%,144171,141752,39.82%,60.18%,108354,19051,10655,2678,3978,103
North Carolina,Richmond,11931,7787,155,19873,60.04%,39.18%,0.78%,11830,8754,179,20763,56.98%,42.16%,0.86%,42946,46639,55.50%,44.50%,23610,3072,13757,491,2361,65
North Carolina,Robeson,29647,16728,395,46770,63.39%,35.77%,0.84%,27806,19020,362,47188,58.93%,40.31%,0.76%,116530,134168,23.99%,76.01%,29159,11757,28729,1228,48706,212
North Carolina,Rockingham,33447,15676,472,49595,67.44%,31.61%,0.95%,31301,15992,516,47809,65.47%,33.45%,1.08%,91096,93643,39.08%,60.92%,64218,6086,18444,770,1902,97
North Carolina,Rowan,50807,23788,799,75394,67.39%,31.55%,1.06%,49297,23114,997,73408,67.15%,31.49%,1.36%,146875,138428,57.79%,42.21%,100135,15940,25284,2075,3953,193
North Carolina,Rutherford,25456,8914,300,34670,73.42%,25.71%,0.87%,24891,9135,403,34429,72.30%,26.53%,1.17%,64444,67810,32.21%,67.79%,52026,3286,7121,533,1446,75
North Carolina,Sampson,18178,9797,226,28201,64.46%,34.74%,0.80%,17411,10966,241,28618,60.84%,38.32%,0.84%,59036,63431,15.78%,84.22%,29729,12249,15103,407,2372,69
North Carolina,Scotland,7767,6754,105,14626,53.10%,46.18%,0.72%,7473,7186,116,14775,50.58%,48.64%,0.78%,34174,36157,47.48%,52.52%,14247,1106,13824,440,4873,50
North Carolina,Stanly,27518,8881,315,36714,74.95%,24.19%,0.86%,25458,8129,352,33939,75.01%,23.95%,1.04%,62504,60585,27.18%,72.82%,48645,3086,7973,1352,1474,32
North Carolina,Stokes,21548,5380,247,27175,79.29%,19.80%,0.91%,20144,5286,273,25703,78.37%,20.57%,1.06%,44520,47401,19.48%,80.52%,39609,1456,2042,304,1065,48
North Carolina,Surry,28565,8613,330,37508,76.16%,22.96%,0.88%,27538,8721,379,36638,75.16%,23.80%,1.04%,71359,73673,24.32%,75.68%,57771,8496,3203,559,1494,36
North Carolina,Swain,4311,2643,98,7052,61.13%,37.48%,1.39%,4161,2780,127,7068,58.87%,39.33%,1.80%,14117,13981,0.00%,100.00%,8541,592,252,122,4814,37
North Carolina,Transylvania,11492,8972,316,20780,55.30%,43.18%,1.52%,11636,8444,324,20404,57.03%,41.38%,1.59%,32986,33090,39.59%,60.41%,28542,1698,1442,353,842,56
North Carolina,Tyrrell,1057,680,20,1757,60.16%,38.70%,1.14%,1044,758,15,1817,57.46%,41.72%,0.82%,3245,4407,0.00%,100.00%,1879,272,1005,65,60,20
North Carolina,Union,86271,51168,1916,139355,61.91%,36.72%,1.37%,80382,48725,1904,131011,61.36%,37.19%,1.45%,238267,201292,72.37%,27.63%,161113,30110,30753,11614,5114,312
North Carolina,Vance,8614,11292,186,20092,42.87%,56.20%,0.93%,8391,12431,177,20999,39.96%,59.20%,0.84%,42578,45422,46.72%,53.28%,16243,3717,22017,456,589,39
North Carolina,Wake,236735,402984,13861,653580,36.22%,61.66%,2.12%,226197,393336,12297,631830,35.80%,62.25%,1.95%,1129410,900993,94.84%,5.16%,645020,128241,230603,111979,21770,1836
North Carolina,Warren,3976,5872,165,10013,39.71%,58.64%,1.65%,3752,6400,141,10293,36.45%,62.18%,1.37%,18642,20972,0.00%,100.00%,7209,739,9526,126,1317,53
North Carolina,Washington,2768,3138,38,5944,46.57%,52.79%,0.64%,2781,3396,28,6205,44.82%,54.73%,0.45%,11003,13228,0.00%,100.00%,4958,371,5541,64,126,19
North Carolina,Watauga,15254,17225,616,33095,46.09%,52.05%,1.86%,14451,17122,647,32220,44.85%,53.14%,2.01%,54086,51079,51.10%,48.90%,44986,3521,2664,1403,1032,192
North Carolina,Wayne,31580,22618,564,54762,57.67%,41.30%,1.03%,30709,24215,613,55537,55.29%,43.60%,1.11%,117333,122623,46.41%,53.59%,60199,14927,38456,2514,2464,256
North Carolina,Wilkes,28812,7194,314,36320,79.33%,19.81%,0.86%,27592,7511,363,35466,77.80%,21.18%,1.02%,65969,69340,30.15%,69.85%,56316,4654,3386,484,1274,46
North Carolina,Wilson,19750,19909,386,40045,49.32%,49.72%,0.96%,19581,20754,400,40735,48.07%,50.95%,0.98%,78784,81234,62.06%,37.94%,36106,9024,31690,1251,1699,97
North Carolina,Yadkin,16439,3739,219,20397,80.60%,18.33%,1.07%,15933,3763,227,19923,79.97%,18.89%,1.14%,37214,38406,0.00%,100.00%,30357,4382,1430,232,884,35
North Carolina,Yancey,7509,3635,139,11283,66.55%,32.22%,1.23%,7516,3688,148,11352,66.21%,32.49%,1.30%,18470,17818,0.00%,100.00%,16625,1016,224,99,487,13
North Dakota,Adams,962,215,24,1201,80.10%,17.90%,2.00%,981,258,30,1269,77.30%,20.33%,2.37%,2200,2343,0.00%,100.00%,2028,36,27,49,52,10
North Dakota,Barnes,3531,1661,147,5339,66.14%,31.11%,2.75%,3568,1820,177,5565,64.12%,32.70%,3.18%,10853,11066,60.32%,39.68%,9964,185,254,133,270,22
North Dakota,Benson,1163,795,44,2002,58.09%,39.71%,2.20%,1094,822,45,1961,55.79%,41.92%,2.29%,5964,6660,0.00%,100.00%,2532,89,26,26,3347,8
North Dakota,Billings,543,93,11,647,83.93%,14.37%,1.70%,541,72,22,635,85.20%,11.34%,3.46%,945,783,0.00%,100.00%,902,22,9,12,8,2
North Dakota,Bottineau,2628,735,84,3447,76.24%,21.32%,2.44%,2575,821,75,3471,74.19%,23.65%,2.16%,6379,6429,0.00%,100.00%,5688,141,69,64,428,8
North Dakota,Bowman,1384,207,27,1618,85.54%,12.79%,1.67%,1395,228,34,1657,84.19%,13.76%,2.05%,2993,3151,0.00%,100.00%,2760,129,15,24,74,7
North Dakota,Burke,909,130,17,1056,86.08%,12.31%,1.61%,994,137,24,1155,86.06%,11.86%,2.08%,2201,1968,0.00%,100.00%,2049,59,19,24,48,2
North Dakota,Burleigh,36595,14215,1453,52263,70.02%,27.20%,2.78%,34744,14348,1661,50753,68.46%,28.27%,3.27%,98458,81308,75.69%,24.31%,84349,3084,3018,1585,6065,432
North Dakota,Cass,47873,40304,2674,90851,52.69%,44.36%,2.94%,42619,40311,3123,86053,49.53%,46.84%,3.63%,184525,149778,90.91%,9.09%,149442,6182,15133,7585,6030,246
North Dakota,Cavalier,1461,491,35,1987,73.53%,24.71%,1.76%,1499,474,47,2020,74.21%,23.47%,2.32%,3704,3993,0.00%,100.00%,3485,45,27,24,99,1
North Dakota,Dickey,1829,557,67,2453,74.56%,22.71%,2.73%,1742,608,74,2424,71.86%,25.08%,3.06%,4999,5289,0.00%,100.00%,4572,199,66,57,86,5
North Dakota,Divide,914,253,34,1201,76.10%,21.07%,2.83%,904,265,33,1202,75.21%,22.05%,2.74%,2195,2071,0.00%,100.00%,2024,53,42,26,49,9
North Dakota,Dunn,1877,332,33,2242,83.72%,14.81%,1.47%,1951,342,45,2338,83.45%,14.63%,1.92%,4095,3536,0.00%,100.00%,3241,107,93,61,612,16
North Dakota,Eddy,862,316,27,1205,71.54%,26.22%,2.24%,854,383,24,1261,67.72%,30.37%,1.91%,2347,2385,0.00%,100.00%,2102,77,40,8,138,4
North Dakota,Emmons,1697,205,28,1930,87.93%,10.62%,1.45%,1738,237,34,2009,86.51%,11.80%,1.69%,3301,3550,0.00%,100.00%,3162,35,24,26,52,1
North Dakota,Foster,1326,335,42,1703,77.86%,19.67%,2.47%,1362,373,43,1778,76.60%,20.98%,2.42%,3397,3343,0.00%,100.00%,3199,66,38,31,68,11
North Dakota,Golden Valley,847,122,22,991,85.47%,12.31%,2.22%,871,137,18,1026,84.89%,13.35%,1.76%,1736,1680,0.00%,100.00%,1600,48,18,28,39,7
North Dakota,Grand Forks,18123,12469,819,31411,57.70%,39.70%,2.61%,16987,12880,1103,30970,54.85%,41.59%,3.56%,73170,66861,80.77%,19.23%,58755,3657,4005,3271,3519,184
North Dakota,Grant,1076,205,25,1306,82.39%,15.70%,1.91%,1145,207,29,1381,82.91%,14.99%,2.10%,2301,2394,0.00%,100.00%,2169,26,26,22,73,10
North Dakota,Griggs,963,301,25,1289,74.71%,23.35%,1.94%,907,308,35,1250,72.56%,24.64%,2.80%,2306,2420,0.00%,100.00%,2200,24,20,15,41,6
North Dakota,Hettinger,1089,192,25,1306,83.38%,14.70%,1.91%,1091,196,25,1312,83.16%,14.94%,1.90%,2489,2477,0.00%,100.00%,2319,34,18,24,89,14
North Dakota,Kidder,1137,238,23,1398,81.33%,17.02%,1.65%,1215,221,24,1460,83.22%,15.14%,1.64%,2394,2435,0.00%,100.00%,2271,52,20,18,41,14
North Dakota,LaMoure,1614,453,56,2123,76.02%,21.34%,2.64%,1645,527,47,2219,74.13%,23.75%,2.12%,4093,4139,0.00%,100.00%,3897,88,28,10,72,9
North Dakota,Logan,898,117,18,1033,86.93%,11.33%,1.74%,930,128,18,1076,86.43%,11.90%,1.67%,1876,1990,0.00%,100.00%,1773,35,15,9,53,5
North Dakota,McHenry,2223,479,50,2752,80.78%,17.41%,1.82%,2364,564,75,3003,78.72%,18.78%,2.50%,5345,5395,0.00%,100.00%,5024,98,46,25,125,20
North Dakota,McIntosh,1132,229,29,1390,81.44%,16.47%,2.09%,1153,261,41,1455,79.24%,17.94%,2.82%,2530,2809,0.00%,100.00%,2375,53,23,38,45,6
North Dakota,McKenzie,4627,809,85,5521,83.81%,14.65%,1.54%,4482,814,123,5419,82.71%,15.02%,2.27%,14704,6360,45.48%,54.52%,10268,1532,319,294,2296,30
North Dakota,McLean,4231,1093,97,5421,78.05%,20.16%,1.79%,4198,1230,108,5536,75.83%,22.22%,1.95%,9771,8962,0.00%,100.00%,8372,148,124,91,1065,18
North Dakota,Mercer,3798,672,85,4555,83.38%,14.75%,1.87%,3856,704,115,4675,82.48%,15.06%,2.46%,8350,8424,0.00%,100.00%,7571,218,76,79,387,9
North Dakota,Morton,12839,3748,449,17036,75.36%,22.00%,2.64%,12243,3872,504,16619,73.67%,23.30%,3.03%,33291,27471,71.11%,28.89%,28796,1312,729,320,2064,102
North Dakota,Mountrail,2877,1125,71,4073,70.64%,27.62%,1.74%,2824,1256,85,4165,67.80%,30.16%,2.04%,9809,7673,0.00%,100.00%,5539,768,220,160,3263,20
North Dakota,Nelson,1141,580,40,1761,64.79%,32.94%,2.27%,1141,586,50,1777,64.21%,32.98%,2.81%,3015,3126,0.00%,100.00%,2844,69,24,19,60,5
North Dakota,Oliver,909,156,22,1087,83.62%,14.35%,2.02%,918,129,19,1066,86.12%,12.10%,1.78%,1877,1846,0.00%,100.00%,1755,28,11,13,58,10
North Dakota,Pembina,2350,704,58,3112,75.51%,22.62%,1.86%,2460,786,85,3331,73.85%,23.60%,2.55%,6844,7413,0.00%,100.00%,6096,243,62,44,341,0
North Dakota,Pierce,1493,439,38,1970,75.79%,22.28%,1.93%,1585,497,46,2128,74.48%,23.36%,2.16%,3990,4357,0.00%,100.00%,3611,72,62,28,209,13
North Dakota,Ramsey,3609,1513,117,5239,68.89%,28.88%,2.23%,3577,1639,156,5372,66.59%,30.51%,2.90%,11605,11451,64.57%,35.43%,9354,274,143,124,1729,36
North Dakota,Ransom,1661,920,68,2649,62.70%,34.73%,2.57%,1418,945,91,2454,57.78%,38.51%,3.71%,5703,5457,0.00%,100.00%,5363,129,79,53,91,6
North Dakota,Renville,993,179,36,1208,82.20%,14.82%,2.98%,1065,220,34,1319,80.74%,16.68%,2.58%,2282,2470,0.00%,100.00%,2146,37,31,17,50,8
North Dakota,Richland,5576,2473,212,8261,67.50%,29.94%,2.57%,5072,2510,230,7812,64.93%,32.13%,2.94%,16529,16321,47.82%,52.18%,14703,574,259,186,749,42
North Dakota,Rolette,1427,2567,81,4075,35.02%,62.99%,1.99%,1257,2482,65,3804,33.04%,65.25%,1.71%,12187,13937,0.00%,100.00%,2298,137,66,45,9735,20
North Dakota,Sargent,1325,663,55,2043,64.86%,32.45%,2.69%,1266,738,66,2070,61.16%,35.65%,3.19%,3862,3829,0.00%,100.00%,3570,91,71,60,64,11
North Dakota,Sheridan,644,101,12,757,85.07%,13.34%,1.59%,688,104,20,812,84.73%,12.81%,2.46%,1265,1321,0.00%,100.00%,1191,10,19,14,44,1
North Dakota,Sioux,285,654,14,953,29.91%,68.63%,1.47%,258,804,124,1186,21.75%,67.79%,10.46%,3898,4153,0.00%,100.00%,401,63,20,9,3484,3
North Dakota,Slope,351,33,5,389,90.23%,8.48%,1.29%,380,44,3,427,88.99%,10.30%,0.71%,706,727,0.00%,100.00%,679,8,10,4,15,2
North Dakota,Stark,12323,2473,304,15100,81.61%,16.38%,2.01%,12110,2499,441,15050,80.47%,16.60%,2.93%,33646,24199,76.31%,23.69%,28307,2274,1320,565,1084,106
North Dakota,Steele,622,367,26,1015,61.28%,36.16%,2.56%,652,392,44,1088,59.93%,36.03%,4.04%,1798,1975,0.00%,100.00%,1721,36,13,7,17,11
North Dakota,Stutsman,7185,2692,257,10134,70.90%,26.56%,2.54%,6994,2676,289,9959,70.23%,26.87%,2.90%,21593,21100,70.43%,29.57%,19504,593,614,222,621,30
North Dakota,Towner,796,289,29,1114,71.45%,25.94%,2.60%,830,317,27,1174,70.70%,27.00%,2.30%,2162,2246,0.00%,100.00%,1984,34,19,19,115,9
North Dakota,Traill,2650,1359,106,4115,64.40%,33.03%,2.58%,2522,1493,121,4136,60.98%,36.10%,2.92%,7997,8121,0.00%,100.00%,7311,297,96,48,211,19
North Dakota,Walsh,3186,1173,137,4496,70.86%,26.09%,3.05%,3324,1333,126,4783,69.50%,27.87%,2.63%,10563,11119,0.00%,100.00%,8676,1316,139,79,357,7
North Dakota,Ward,20635,7215,702,28552,72.27%,25.27%,2.46%,19974,7293,979,28246,70.71%,25.82%,3.47%,69919,61675,72.83%,27.17%,55673,4590,4303,2025,3394,319
North Dakota,Wells,1815,405,33,2253,80.56%,17.98%,1.46%,1893,442,39,2374,79.74%,18.62%,1.64%,3982,4207,0.00%,100.00%,3784,38,52,22,59,4
North Dakota,Williams,12501,2276,345,15122,82.67%,15.05%,2.28%,11739,2169,426,14334,81.90%,15.13%,2.97%,40950,22398,72.06%,27.94%,30761,3897,2499,933,2692,187
Ohio,Adams,10269,2098,62,12429,82.62%,16.88%,0.50%,9870,2156,119,12145,81.27%,17.75%,0.76%,27477,28550,0.00%,100.00%,26185,217,227,97,669,29
Ohio,Allen,33201,12754,621,46576,71.28%,27.38%,1.33%,33116,14149,834,48099,68.85%,29.42%,1.23%,102206,106331,69.02%,30.98%,79691,3272,15636,1284,1997,117
Ohio,Ashland,19863,6544,323,26730,74.31%,24.48%,1.21%,19407,6541,457,26405,73.50%,24.77%,1.31%,52447,53139,36.62%,63.38%,48948,862,762,499,1140,76
Ohio,Ashtabula,27656,15345,574,43575,63.47%,35.22%,1.32%,26890,16497,850,44237,60.79%,37.29%,1.26%,97574,101497,48.01%,51.99%,84064,4489,5313,677,2245,106
Ohio,Athens,11369,14134,511,26014,43.70%,54.33%,1.96%,10862,14772,486,26120,41.58%,56.55%,1.14%,62431,64757,51.30%,48.70%,54086,1450,3766,1654,1342,56
Ohio,Auglaize,20988,4442,300,25730,81.57%,17.26%,1.17%,20798,4651,373,25822,80.54%,18.01%,1.01%,46422,45949,61.29%,38.71%,43643,781,604,402,779,68
Ohio,Belmont,22758,8080,211,31049,73.30%,26.02%,0.68%,23560,9138,443,33141,71.09%,27.57%,0.86%,66497,70400,38.49%,61.51%,60536,824,2996,415,1226,37
Ohio,Brown,17257,4069,186,21512,80.22%,18.92%,0.86%,16480,4380,279,21139,77.96%,20.72%,0.86%,43676,44846,4.20%,95.80%,41053,487,624,203,997,33
Ohio,Butler,114831,66713,1708,183252,62.66%,36.41%,0.93%,114392,69613,2732,186737,61.26%,37.28%,1.17%,390357,368130,90.39%,9.61%,294712,25265,42486,18914,8921,799
Ohio,Carroll,10634,3071,148,13853,76.76%,22.17%,1.07%,10745,3251,237,14233,75.49%,22.84%,1.10%,26721,28836,0.00%,100.00%,25204,299,278,126,580,23
Ohio,Champaign,15334,4944,286,20564,74.57%,24.04%,1.39%,14589,5062,352,20003,72.93%,25.31%,1.30%,38714,40097,29.38%,70.62%,35314,648,1321,285,970,43
Ohio,Clark,40403,21847,956,63206,63.92%,34.56%,1.51%,39032,24076,1243,64351,60.65%,37.41%,1.29%,136001,138333,74.61%,25.39%,109794,5313,15713,1527,3382,243
Ohio,Clermont,76964,36130,1589,114683,67.11%,31.50%,1.39%,74570,34092,2048,110710,67.36%,30.79%,1.37%,208601,197363,73.73%,26.27%,187749,4956,5499,3756,5221,239
Ohio,Clinton,15984,4633,253,20870,76.59%,22.20%,1.21%,15488,4697,378,20563,75.32%,22.84%,1.31%,42018,42040,29.86%,70.14%,38247,765,1480,374,900,45
Ohio,Columbiana,35607,12064,575,48246,73.80%,25.01%,1.19%,35726,13359,875,49960,71.51%,26.74%,1.21%,101877,107841,44.50%,55.50%,93466,1752,3157,626,2076,80
Ohio,Coshocton,12362,3835,223,16420,75.29%,23.36%,1.36%,12325,4125,318,16768,73.50%,24.60%,1.35%,36612,36901,33.69%,66.31%,34582,401,765,201,611,41
Ohio,Crawford,15402,4683,251,20336,75.74%,23.03%,1.23%,15436,4916,361,20713,74.52%,23.73%,1.34%,42025,43784,65.92%,34.08%,39388,638,721,249,789,24
Ohio,Cuyahoga,195165,376385,6820,581515,33.56%,64.72%,1.17%,202699,416176,8285,627160,32.32%,66.36%,0.73%,1264817,1280122,99.43%,0.57%,718753,83327,399022,53731,18683,1566
Ohio,Darke,22234,4583,295,27112,82.01%,16.90%,1.09%,22004,4731,426,27161,81.01%,17.42%,1.22%,51881,52959,28.27%,71.73%,48994,859,654,288,841,43
Ohio,Defiance,13302,5667,291,19260,69.07%,29.42%,1.51%,13038,5981,362,19381,67.27%,30.86%,1.40%,38286,39037,46.43%,53.57%,32276,3950,1114,260,747,50
Ohio,Delaware,70448,61657,1801,134383,52.42%,45.88%,1.34%,66356,57735,2283,126374,52.51%,45.69%,1.29%,214124,174214,79.67%,20.33%,171420,7012,10477,20672,3332,260
Ohio,Erie,22493,16871,573,39937,56.32%,42.24%,1.43%,22160,17493,763,40416,54.83%,43.28%,1.29%,75622,77079,71.81%,28.19%,61061,3130,9003,795,1742,51
Ohio,Fairfield,51999,31695,763,84457,61.57%,37.53%,0.90%,50797,31224,1290,83311,60.97%,37.48%,1.24%,158921,146156,64.41%,35.59%,130664,4021,16136,4199,3675,164
Ohio,Fayette,9706,2773,136,12615,76.94%,21.98%,1.08%,9473,2975,178,12626,75.03%,23.56%,1.05%,28951,29030,51.91%,48.09%,26260,681,1059,268,626,56
Ohio,Franklin,210830,380518,12836,604184,34.89%,62.98%,2.12%,211237,409144,12151,632532,33.40%,64.68%,1.22%,1323807,1163414,98.63%,1.37%,787615,91182,336958,88712,26409,1981
Ohio,Fulton,15893,6374,297,22564,70.44%,28.25%,1.32%,15731,6664,411,22806,68.98%,29.22%,1.31%,42713,42698,17.85%,82.15%,36968,3791,611,287,906,43
Ohio,Gallia,10314,2592,128,13034,79.13%,19.89%,0.98%,10645,2990,164,13799,77.14%,21.67%,0.96%,29220,30934,19.63%,80.37%,26955,262,979,188,641,16
Ohio,Geauga,33844,20604,741,55189,61.32%,37.33%,1.34%,34143,21201,677,56021,60.95%,37.84%,0.95%,95397,93389,21.45%,78.55%,88958,1664,1556,1150,1155,73
Ohio,Greene,53399,35575,1421,90707,58.87%,39.22%,1.57%,52072,34798,1773,88643,58.74%,39.26%,1.64%,167966,161573,77.58%,22.42%,135603,5216,14864,7851,3842,355
Ohio,Guernsey,13314,4154,158,17626,75.54%,23.57%,0.90%,13407,4577,280,18264,73.41%,25.06%,0.97%,38438,40087,37.53%,62.47%,35717,444,973,269,834,27
Ohio,Hamilton,172365,233360,5931,413213,41.71%,56.47%,1.44%,177886,246266,6777,430929,41.28%,57.15%,1.21%,830639,802374,97.62%,2.38%,519734,36250,227978,32240,14547,1457
Ohio,Hancock,26052,11467,499,38018,68.53%,30.16%,1.31%,26310,11757,704,38771,67.86%,30.32%,1.50%,74920,74782,68.19%,31.81%,65107,4198,2403,1811,1270,62
Ohio,Hardin,9911,2863,134,12908,76.78%,22.18%,1.04%,9949,3062,236,13247,75.10%,23.11%,1.45%,30696,32058,43.58%,56.42%,28389,697,564,268,650,50
Ohio,Harrison,5484,1559,77,7120,77.02%,21.90%,1.08%,5792,1768,103,7663,75.58%,23.07%,0.77%,14483,15864,0.00%,100.00%,13425,130,435,86,270,12
Ohio,Henry,10873,3905,197,14975,72.61%,26.08%,1.32%,10479,4062,247,14788,70.86%,27.47%,1.18%,27662,28215,32.06%,67.94%,24463,2187,317,194,522,13
Ohio,Highland,16269,3609,127,20005,81.32%,18.04%,0.63%,15678,3799,199,19676,79.68%,19.31%,0.74%,43317,43589,26.28%,73.72%,40492,424,995,211,1021,44
Ohio,Hocking,9679,3704,129,13512,71.63%,27.41%,0.95%,9737,3880,238,13855,70.28%,28.00%,1.17%,28050,29380,29.39%,70.61%,26502,232,360,141,627,14
Ohio,Holmes,10384,1854,148,12386,83.84%,14.97%,1.19%,10796,1994,188,12978,83.19%,15.36%,0.96%,44223,42366,0.00%,100.00%,42875,474,331,122,390,32
Ohio,Huron,19484,7496,364,27344,71.26%,27.41%,1.33%,18956,7759,523,27190,69.72%,28.54%,1.42%,58565,59626,48.57%,51.43%,51242,4084,1316,404,1372,56
Ohio,Jackson,11249,2953,130,14332,78.49%,20.60%,0.91%,11309,3311,190,14810,76.36%,22.36%,0.97%,32653,33225,35.76%,64.24%,30835,306,417,169,788,28
Ohio,Jefferson,22317,8592,508,31417,71.03%,27.35%,1.62%,22828,10018,575,33421,68.30%,29.98%,1.07%,65249,69709,60.73%,39.27%,56545,1159,4904,607,1413,87
Ohio,Knox,23112,8698,467,32277,71.61%,26.95%,1.45%,22340,8589,530,31459,71.01%,27.30%,1.19%,62721,60921,30.28%,69.72%,58058,1196,1141,609,1288,89
Ohio,Lake,72924,54484,1751,129159,56.46%,42.18%,1.36%,73278,55514,1990,130782,56.03%,42.45%,0.98%,232603,230041,92.49%,7.51%,197069,11362,14146,4646,4211,199
Ohio,Lawrence,20013,6514,309,26836,74.58%,24.27%,1.15%,20306,7489,384,28179,72.06%,26.58%,0.92%,58240,62450,54.72%,45.28%,54016,618,1846,353,1220,32
Ohio,Licking,61359,32832,1390,95581,64.20%,34.35%,1.45%,59514,33055,1827,94396,63.05%,35.02%,1.35%,178519,166492,66.22%,33.78%,152935,3988,10073,6095,4365,201
Ohio,Logan,18182,5027,303,23512,77.33%,21.38%,1.29%,17964,5055,390,23409,76.74%,21.59%,1.16%,46150,45858,44.37%,55.63%,41749,1004,1433,583,1104,72
Ohio,Lorain,83297,74207,2303,159807,52.12%,46.44%,1.44%,79520,75667,2581,157768,50.40%,47.96%,1.06%,312964,301356,85.74%,14.26%,237520,32917,32544,5471,6919,394
Ohio,Lucas,82398,106320,3771,192489,42.81%,55.23%,1.96%,81763,115411,3933,201107,40.66%,57.39%,1.30%,431279,441815,95.01%,4.99%,284663,32167,97930,9919,9231,400
Ohio,Madison,14737,5713,312,20762,70.98%,27.52%,1.50%,13835,5698,354,19887,69.57%,28.65%,1.35%,43824,43435,33.84%,66.16%,37761,1263,3266,461,895,33
Ohio,Mahoning,61249,50636,1348,113233,54.09%,44.72%,1.19%,59903,57641,1646,119190,50.26%,48.36%,0.81%,228614,238823,84.36%,15.64%,169090,14093,39607,2970,4004,237
